"question","dv","term","n","estimate","conf.low","conf.high","p.value","sig","direction","battery","battery_title"
"ge_intense_logit","Increase debt","trust_inst_prov_bin",2031,-0.034,-0.054,-0.013,0.001,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","univ_educ_bin",2031,-0.009,-0.028,0.009,0.329,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","vote_PCC_bin",2031,-0.003,-0.038,0.032,0.876,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","vote_PLC_bin",2031,0.026,0.003,0.05,0.029,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","age18_34_bin",2032,-0.112,-0.166,-0.059,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","age55plus_bin",2032,0.071,0.019,0.123,0.007,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","alberta_bin",2032,0.075,0.02,0.13,0.007,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","children_bin",2032,0.012,-0.03,0.053,0.577,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","employ_fulltime_bin",2032,-0.021,-0.066,0.023,0.352,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ideo_define_QC_first_bin",2032,-0.085,-0.159,-0.011,0.024,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ideo_right_num",2032,0.283,0.185,0.38,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ideo_vote_fed_left",2032,-0.002,-0.106,0.102,0.974,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ideo_vote_prov_left",2032,-0.155,-0.213,-0.097,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","incomeHigh_bin",2032,0.067,0.015,0.119,0.012,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","quebec_bin",2032,0.01,-0.05,0.071,0.735,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","region_eastcoast_bin",2032,0.037,-0.017,0.092,0.178,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ses_male_bin",2032,0.047,0.007,0.086,0.02,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","trust_inst_fed_bin",2032,-0.076,-0.127,-0.025,0.004,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","trust_inst_prov_bin",2032,-0.086,-0.135,-0.038,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","univ_educ_bin",2032,-0.019,-0.058,0.02,0.335,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","vote_PCC_bin",2032,0.165,0.101,0.228,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","vote_PLC_bin",2032,-0.016,-0.072,0.041,0.589,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","age18_34_bin",2058,0.017,-0.038,0.072,0.544,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","age55plus_bin",2058,-0.056,-0.105,-0.007,0.025,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","alberta_bin",2058,-0.028,-0.08,0.023,0.28,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","children_bin",2058,-0.034,-0.075,0.007,0.106,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","employ_fulltime_bin",2058,0.001,-0.041,0.044,0.959,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ideo_define_QC_first_bin",2058,-0.027,-0.103,0.048,0.477,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ideo_right_num",2058,-0.209,-0.307,-0.111,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ideo_vote_fed_left",2058,0.018,-0.082,0.118,0.724,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ideo_vote_prov_left",2058,0.054,-0.002,0.11,0.057,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","incomeHigh_bin",2058,-0.035,-0.083,0.012,0.147,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","quebec_bin",2058,-0.033,-0.092,0.026,0.279,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","region_eastcoast_bin",2058,-0.016,-0.069,0.037,0.55,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ses_male_bin",2058,0.028,-0.01,0.066,0.154,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","trust_inst_fed_bin",2058,0.053,0.001,0.106,0.046,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","trust_inst_prov_bin",2058,0.029,-0.021,0.079,0.254,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","univ_educ_bin",2058,0.037,0,0.074,0.053,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","vote_PCC_bin",2058,-0.086,-0.137,-0.034,0.001,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","vote_PLC_bin",2058,-0.016,-0.071,0.04,0.575,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","age18_34_bin",2058,0.089,0.029,0.148,0.004,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","age55plus_bin",2058,-0.044,-0.099,0.011,0.115,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","alberta_bin",2058,-0.083,-0.14,-0.027,0.004,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","children_bin",2058,-0.022,-0.067,0.024,0.352,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","employ_fulltime_bin",2058,0.034,-0.013,0.081,0.161,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ideo_define_QC_first_bin",2058,0.054,-0.034,0.141,0.232,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ideo_right_num",2058,-0.08,-0.184,0.024,0.131,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ideo_vote_fed_left",2058,-0.093,-0.203,0.016,0.095,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ideo_vote_prov_left",2058,0.047,-0.016,0.111,0.14,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","incomeHigh_bin",2058,-0.037,-0.091,0.017,0.182,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","quebec_bin",2058,-0.067,-0.132,-0.002,0.044,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","region_eastcoast_bin",2058,-0.089,-0.146,-0.032,0.002,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ses_male_bin",2058,-0.072,-0.114,-0.031,0.001,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","trust_inst_fed_bin",2058,0.002,-0.052,0.055,0.948,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","trust_inst_prov_bin",2058,0.091,0.038,0.144,0.001,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","univ_educ_bin",2058,-0.025,-0.066,0.017,0.241,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","vote_PCC_bin",2058,-0.146,-0.207,-0.085,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","vote_PLC_bin",2058,-0.042,-0.1,0.016,0.154,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","age18_34_bin",2058,0.036,-0.023,0.094,0.231,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","age55plus_bin",2058,-0.04,-0.093,0.014,0.143,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","alberta_bin",2058,-0.013,-0.067,0.041,0.635,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","children_bin",2058,0.002,-0.042,0.046,0.942,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","employ_fulltime_bin",2058,0.012,-0.035,0.059,0.617,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","ideo_define_QC_first_bin",2058,0.1,0.014,0.185,0.022,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","ideo_right_num",2058,-0.192,-0.296,-0.088,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","ideo_vote_fed_left",2058,0.028,-0.081,0.138,0.611,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","ideo_vote_prov_left",2058,0.054,-0.006,0.115,0.08,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","incomeHigh_bin",2058,-0.048,-0.099,0.002,0.062,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","quebec_bin",2058,-0.008,-0.072,0.055,0.798,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","region_eastcoast_bin",2058,-0.006,-0.061,0.05,0.84,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","ses_male_bin",2058,0.005,-0.036,0.045,0.816,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","trust_inst_fed_bin",2058,0.117,0.063,0.171,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","trust_inst_prov_bin",2058,-0.036,-0.087,0.016,0.177,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","univ_educ_bin",2058,0.006,-0.034,0.046,0.784,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","vote_PCC_bin",2058,-0.109,-0.167,-0.051,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","vote_PLC_bin",2058,-0.03,-0.088,0.029,0.321,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","age18_34_bin",2059,-0.08,-0.14,-0.019,0.01,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","age55plus_bin",2059,-0.005,-0.059,0.049,0.862,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","alberta_bin",2059,0.042,-0.014,0.099,0.143,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","children_bin",2059,0.017,-0.029,0.062,0.473,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","employ_fulltime_bin",2059,-0.021,-0.068,0.026,0.386,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","ideo_define_QC_first_bin",2059,-0.181,-0.264,-0.097,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","ideo_right_num",2059,0.319,0.214,0.425,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","ideo_vote_fed_left",2059,0.001,-0.11,0.113,0.98,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","ideo_vote_prov_left",2059,-0.169,-0.233,-0.106,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","incomeHigh_bin",2059,0.036,-0.017,0.09,0.186,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","quebec_bin",2059,0.055,-0.011,0.12,0.104,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","region_eastcoast_bin",2059,0.028,-0.029,0.085,0.333,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","ses_male_bin",2059,0.043,0.001,0.085,0.043,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","trust_inst_fed_bin",2059,-0.059,-0.113,-0.004,0.037,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","trust_inst_prov_bin",2059,-0.034,-0.087,0.02,0.218,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","univ_educ_bin",2059,-0.071,-0.112,-0.03,0.001,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","vote_PCC_bin",2059,0.131,0.069,0.192,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","No increase, regardless of implications for issue","vote_PLC_bin",2059,-0.043,-0.101,0.016,0.151,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","age18_34_bin",2031,0.005,-0.017,0.028,0.647,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","age55plus_bin",2031,-0.005,-0.026,0.015,0.599,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","alberta_bin",2031,-0.009,-0.029,0.01,0.359,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","children_bin",2031,-0.019,-0.034,-0.003,0.017,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","employ_fulltime_bin",2031,0.002,-0.015,0.02,0.784,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","ideo_define_QC_first_bin",2031,0.01,-0.025,0.045,0.578,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","ideo_right_num",2031,-0.062,-0.104,-0.02,0.004,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","ideo_vote_fed_left",2031,0.001,-0.039,0.04,0.977,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","ideo_vote_prov_left",2031,0.013,-0.01,0.035,0.274,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","incomeHigh_bin",2031,-0.007,-0.027,0.012,0.477,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","quebec_bin",2031,0.002,-0.023,0.027,0.875,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","region_eastcoast_bin",2031,-0.002,-0.023,0.02,0.869,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","ses_male_bin",2031,0.018,0.002,0.034,0.024,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","trust_inst_fed_bin",2031,-0.003,-0.024,0.018,0.771,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","trust_inst_prov_bin",2031,0.003,-0.016,0.022,0.764,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","univ_educ_bin",2031,0.022,0.007,0.036,0.003,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","vote_PCC_bin",2031,-0.003,-0.019,0.014,0.746,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Raise taxes","vote_PLC_bin",2031,0.009,-0.015,0.034,0.452,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","age18_34_bin",2031,0.024,-0.009,0.057,0.155,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","age55plus_bin",2031,-0.002,-0.032,0.028,0.896,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","alberta_bin",2031,-0.021,-0.052,0.01,0.194,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","children_bin",2031,-0.006,-0.031,0.02,0.657,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","employ_fulltime_bin",2031,0,-0.027,0.027,0.987,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","ideo_define_QC_first_bin",2031,0.018,-0.034,0.069,0.5,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","ideo_right_num",2031,-0.027,-0.085,0.032,0.372,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","ideo_vote_fed_left",2031,-0.038,-0.103,0.027,0.252,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","ideo_vote_prov_left",2031,0.027,-0.011,0.065,0.17,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","incomeHigh_bin",2031,0.017,-0.015,0.049,0.294,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","quebec_bin",2031,-0.008,-0.043,0.028,0.669,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","region_eastcoast_bin",2031,-0.01,-0.041,0.022,0.544,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","ses_male_bin",2031,-0.031,-0.053,-0.008,0.008,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","trust_inst_fed_bin",2031,-0.009,-0.036,0.017,0.482,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","trust_inst_prov_bin",2031,0,-0.027,0.027,0.996,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","univ_educ_bin",2031,-0.008,-0.032,0.016,0.502,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","vote_PCC_bin",2031,-0.008,-0.044,0.028,0.67,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Cut other spending","vote_PLC_bin",2031,-0.012,-0.042,0.018,0.428,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","age18_34_bin",2031,-0.006,-0.034,0.021,0.649,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","age55plus_bin",2031,-0.035,-0.06,-0.01,0.006,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","alberta_bin",2031,-0.011,-0.036,0.014,0.381,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","children_bin",2031,0,-0.019,0.02,0.985,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","employ_fulltime_bin",2031,-0.015,-0.035,0.006,0.17,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","ideo_define_QC_first_bin",2031,0.009,-0.033,0.051,0.668,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","ideo_right_num",2031,-0.056,-0.1,-0.012,0.013,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","ideo_vote_fed_left",2031,0.01,-0.043,0.064,0.712,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","ideo_vote_prov_left",2031,0.028,-0.003,0.059,0.08,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","incomeHigh_bin",2031,-0.006,-0.03,0.017,0.585,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","quebec_bin",2031,0.012,-0.02,0.045,0.456,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","region_eastcoast_bin",2031,-0.007,-0.033,0.019,0.599,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","ses_male_bin",2031,0.005,-0.014,0.023,0.624,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","trust_inst_fed_bin",2031,0.013,-0.014,0.039,0.352,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","trust_inst_prov_bin",2031,-0.031,-0.054,-0.009,0.007,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","univ_educ_bin",2031,-0.008,-0.026,0.011,0.419,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","vote_PCC_bin",2031,0.009,-0.013,0.032,0.413,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","Increase debt","vote_PLC_bin",2031,0.028,-0.002,0.059,0.064,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","age18_34_bin",2032,-0.106,-0.159,-0.054,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","age55plus_bin",2032,0.072,0.02,0.124,0.007,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","alberta_bin",2032,0.076,0.022,0.13,0.006,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","children_bin",2032,0.011,-0.03,0.053,0.59,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","employ_fulltime_bin",2032,-0.024,-0.068,0.021,0.296,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","ideo_define_QC_first_bin",2032,-0.09,-0.164,-0.016,0.017,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","ideo_right_num",2032,0.283,0.188,0.378,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","ideo_vote_fed_left",2032,0.007,-0.09,0.105,0.886,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","ideo_vote_prov_left",2032,-0.154,-0.213,-0.095,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","incomeHigh_bin",2032,0.066,0.016,0.116,0.01,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","quebec_bin",2032,0.011,-0.05,0.072,0.723,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","region_eastcoast_bin",2032,0.036,-0.017,0.09,0.185,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","ses_male_bin",2032,0.049,0.01,0.088,0.015,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","trust_inst_fed_bin",2032,-0.085,-0.134,-0.036,0.001,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","trust_inst_prov_bin",2032,-0.082,-0.13,-0.034,0.001,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","univ_educ_bin",2032,-0.017,-0.056,0.023,0.406,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","vote_PCC_bin",2032,0.196,0.134,0.257,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_lpm","No increase, regardless of implications for issue","vote_PLC_bin",2032,-0.016,-0.065,0.033,0.533,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","age18_34_bin",2031,1.864,-0.376,4.103,0.103,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","age55plus_bin",2031,-0.673,-2.728,1.382,0.521,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","alberta_bin",2031,-0.894,-2.95,1.163,0.394,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","children_bin",2031,-1.227,-2.83,0.376,0.133,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","employ_fulltime_bin",2031,0.578,-1.223,2.379,0.529,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","ideo_define_QC_first_bin",2031,2.124,-1.095,5.343,0.196,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","ideo_right_num",2031,-12.367,-16.406,-8.328,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","ideo_vote_fed_left",2031,2.248,-1.782,6.277,0.274,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","ideo_vote_prov_left",2031,3.957,1.561,6.353,0.001,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","incomeHigh_bin",2031,-1.498,-3.469,0.472,0.136,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","quebec_bin",2031,-0.532,-3.034,1.971,0.677,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","region_eastcoast_bin",2031,-0.667,-2.807,1.473,0.541,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","ses_male_bin",2031,0.687,-0.874,2.249,0.388,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","trust_inst_fed_bin",2031,2.646,0.572,4.72,0.012,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","trust_inst_prov_bin",2031,1.746,-0.231,3.724,0.084,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","univ_educ_bin",2031,2.834,1.302,4.365,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_raw","Raise taxes","vote_PCC_bin",2031,-5.231,-7.189,-3.274,0,"***","Negative","ge","Increase green economy spending, how to fund it"
