"question","dv","term","n","estimate","conf.low","conf.high","p.value","sig","direction","battery","battery_title"
"tax_pref_logit","Wealth tax","vote_PLC_bin",2059,0.008,-0.052,0.069,0.789,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","age18_34_bin",2032,-0.018,-0.058,0.022,0.385,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","age55plus_bin",2032,0.011,-0.028,0.049,0.583,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","alberta_bin",2032,0.015,-0.025,0.055,0.46,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","children_bin",2032,-0.001,-0.032,0.03,0.941,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","employ_fulltime_bin",2032,-0.015,-0.049,0.018,0.371,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","ideo_define_QC_first_bin",2032,-0.058,-0.106,-0.01,0.019,"*","Negative","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","ideo_right_num",2032,0.247,0.173,0.32,0,"***","Positive","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","ideo_vote_fed_left",2032,-0.111,-0.223,0,0.051,".","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","ideo_vote_prov_left",2032,-0.1,-0.151,-0.048,0,"***","Negative","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","incomeHigh_bin",2032,0.093,0.047,0.138,0,"***","Positive","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","quebec_bin",2032,0.035,-0.016,0.085,0.176,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","region_eastcoast_bin",2032,0.025,-0.019,0.07,0.264,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","ses_male_bin",2032,0.007,-0.022,0.037,0.627,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","trust_inst_fed_bin",2032,-0.096,-0.13,-0.062,0,"***","Negative","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","trust_inst_prov_bin",2032,0.006,-0.033,0.044,0.774,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","univ_educ_bin",2032,0.016,-0.014,0.045,0.3,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","vote_PCC_bin",2032,0.029,-0.01,0.068,0.14,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","No increase, even if fewer services","vote_PLC_bin",2032,0.013,-0.05,0.077,0.683,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","age18_34_bin",2031,-0.001,-0.015,0.013,0.858,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","age55plus_bin",2031,0.001,-0.009,0.01,0.858,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","alberta_bin",2031,-0.005,-0.016,0.005,0.339,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","children_bin",2031,-0.006,-0.015,0.003,0.172,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","employ_fulltime_bin",2031,-0.007,-0.018,0.003,0.158,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","ideo_define_QC_first_bin",2031,0.051,-0.061,0.162,0.372,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","ideo_right_num",2031,-0.007,-0.033,0.019,0.612,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","ideo_vote_fed_left",2031,-0.019,-0.05,0.011,0.216,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","ideo_vote_prov_left",2031,-0.004,-0.019,0.011,0.624,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","incomeHigh_bin",2031,0.029,0.007,0.052,0.012,"*","Positive","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","quebec_bin",2031,-0.019,-0.043,0.005,0.123,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","region_eastcoast_bin",2031,-0.004,-0.015,0.007,0.49,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","ses_male_bin",2031,0.011,0.001,0.022,0.032,"*","Positive","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","trust_inst_fed_bin",2031,0.005,-0.01,0.019,0.533,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","trust_inst_prov_bin",2031,-0.008,-0.019,0.004,0.181,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","univ_educ_bin",2031,0.008,-0.003,0.018,0.154,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","vote_PCC_bin",2031,-0.007,-0.018,0.004,0.225,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Sales tax increase","vote_PLC_bin",2031,-0.006,-0.022,0.009,0.442,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","age18_34_bin",2032,0.007,-0.038,0.053,0.751,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","age55plus_bin",2032,0.004,-0.038,0.046,0.842,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","alberta_bin",2032,0.011,-0.034,0.056,0.641,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","children_bin",2032,-0.01,-0.044,0.025,0.578,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","employ_fulltime_bin",2032,-0.02,-0.055,0.015,0.266,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","ideo_define_QC_first_bin",2032,0.016,-0.049,0.081,0.638,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","ideo_right_num",2032,-0.114,-0.19,-0.037,0.003,"**","Negative","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","ideo_vote_fed_left",2032,0.162,0.077,0.248,0,"***","Positive","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","ideo_vote_prov_left",2032,0.036,-0.01,0.081,0.125,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","incomeHigh_bin",2032,-0.023,-0.063,0.016,0.245,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","quebec_bin",2032,0.039,-0.016,0.094,0.168,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","region_eastcoast_bin",2032,0.023,-0.023,0.068,0.328,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","ses_male_bin",2032,0.005,-0.026,0.036,0.758,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","trust_inst_fed_bin",2032,0.031,-0.008,0.07,0.123,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","trust_inst_prov_bin",2032,-0.05,-0.085,-0.015,0.005,"**","Negative","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","univ_educ_bin",2032,-0.027,-0.059,0.004,0.091,".","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","vote_PCC_bin",2032,0.11,0.037,0.182,0.003,"**","Positive","tax","Raise revenue, tax preferences"
"tax_intense_logit","Income tax increase","vote_PLC_bin",2032,0.044,0.003,0.084,0.035,"*","Positive","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","age18_34_bin",2032,-0.034,-0.067,-0.001,0.042,"*","Negative","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","age55plus_bin",2032,0.005,-0.03,0.039,0.792,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","alberta_bin",2032,-0.027,-0.061,0.006,0.113,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","children_bin",2032,-0.02,-0.048,0.008,0.16,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","employ_fulltime_bin",2032,0.015,-0.016,0.047,0.34,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","ideo_define_QC_first_bin",2032,0.035,-0.026,0.096,0.259,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","ideo_right_num",2032,-0.084,-0.153,-0.014,0.018,"*","Negative","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","ideo_vote_fed_left",2032,0.066,0.001,0.13,0.048,"*","Positive","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","ideo_vote_prov_left",2032,-0.005,-0.045,0.035,0.794,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","incomeHigh_bin",2032,-0.021,-0.054,0.012,0.214,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","quebec_bin",2032,0.001,-0.041,0.044,0.949,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","region_eastcoast_bin",2032,-0.011,-0.046,0.024,0.534,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","ses_male_bin",2032,-0.014,-0.041,0.013,0.309,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","trust_inst_fed_bin",2032,-0.03,-0.064,0.003,0.076,".","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","trust_inst_prov_bin",2032,-0.011,-0.045,0.023,0.538,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","univ_educ_bin",2032,0.02,-0.008,0.047,0.157,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","vote_PCC_bin",2032,0.036,-0.015,0.086,0.168,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_logit","Wealth tax","vote_PLC_bin",2032,0,-0.035,0.036,0.979,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","age18_34_bin",2059,0.027,-0.03,0.085,0.353,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","age55plus_bin",2059,-0.068,-0.12,-0.016,0.011,"*","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","alberta_bin",2059,-0.016,-0.071,0.038,0.559,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","children_bin",2059,-0.018,-0.062,0.026,0.423,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","employ_fulltime_bin",2059,-0.009,-0.054,0.036,0.692,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","ideo_define_QC_first_bin",2059,-0.056,-0.135,0.023,0.166,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","ideo_right_num",2059,0.316,0.214,0.419,0,"***","Positive","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","ideo_vote_fed_left",2059,-0.174,-0.271,-0.077,0,"***","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","ideo_vote_prov_left",2059,-0.075,-0.131,-0.019,0.008,"**","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","incomeHigh_bin",2059,0.092,0.038,0.147,0.001,"**","Positive","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","quebec_bin",2059,-0.001,-0.066,0.063,0.969,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","region_eastcoast_bin",2059,-0.025,-0.08,0.029,0.357,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","ses_male_bin",2059,0.015,-0.025,0.054,0.47,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","trust_inst_fed_bin",2059,-0.072,-0.121,-0.024,0.003,"**","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","trust_inst_prov_bin",2059,0.025,-0.026,0.076,0.341,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","univ_educ_bin",2059,-0.008,-0.048,0.031,0.681,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","vote_PCC_bin",2059,0.027,-0.036,0.09,0.397,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","No increase, even if fewer services","vote_PLC_bin",2059,-0.018,-0.067,0.031,0.476,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","age18_34_bin",2058,0.069,0.022,0.115,0.004,"**","Positive","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","age55plus_bin",2058,-0.062,-0.101,-0.024,0.001,"**","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","alberta_bin",2058,-0.007,-0.048,0.034,0.73,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","children_bin",2058,-0.013,-0.046,0.02,0.453,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","employ_fulltime_bin",2058,0.002,-0.031,0.036,0.888,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","ideo_define_QC_first_bin",2058,0.009,-0.053,0.07,0.786,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","ideo_right_num",2058,0.095,0.017,0.173,0.017,"*","Positive","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","ideo_vote_fed_left",2058,-0.101,-0.182,-0.021,0.014,"*","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","ideo_vote_prov_left",2058,0.018,-0.026,0.061,0.426,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","incomeHigh_bin",2058,-0.005,-0.046,0.036,0.81,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","quebec_bin",2058,-0.017,-0.063,0.029,0.476,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","region_eastcoast_bin",2058,-0.01,-0.05,0.03,0.617,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","ses_male_bin",2058,0.063,0.033,0.093,0,"***","Positive","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","trust_inst_fed_bin",2058,0.052,0.012,0.091,0.011,"*","Positive","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","trust_inst_prov_bin",2058,0.004,-0.035,0.043,0.844,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","univ_educ_bin",2058,0.027,-0.002,0.056,0.072,".","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","vote_PCC_bin",2058,-0.086,-0.133,-0.039,0,"***","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Sales tax increase","vote_PLC_bin",2058,-0.04,-0.08,0.001,0.056,".","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","age18_34_bin",2059,-0.021,-0.083,0.04,0.497,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","age55plus_bin",2059,-0.013,-0.07,0.045,0.665,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","alberta_bin",2059,0.035,-0.024,0.094,0.248,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","children_bin",2059,-0.021,-0.069,0.027,0.392,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","employ_fulltime_bin",2059,-0.013,-0.063,0.036,0.597,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","ideo_define_QC_first_bin",2059,-0.02,-0.109,0.069,0.654,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","ideo_right_num",2059,-0.303,-0.415,-0.191,0,"***","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","ideo_vote_fed_left",2059,0.022,-0.091,0.135,0.706,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","ideo_vote_prov_left",2059,0.067,0.001,0.133,0.046,"*","Positive","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","incomeHigh_bin",2059,-0.128,-0.186,-0.07,0,"***","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","quebec_bin",2059,0.018,-0.052,0.088,0.624,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","region_eastcoast_bin",2059,-0.003,-0.064,0.059,0.93,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","ses_male_bin",2059,0.018,-0.027,0.062,0.436,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","trust_inst_fed_bin",2059,0.06,0.004,0.115,0.036,"*","Positive","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","trust_inst_prov_bin",2059,-0.049,-0.105,0.008,0.091,".","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","univ_educ_bin",2059,-0.041,-0.086,0.003,0.067,".","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","vote_PCC_bin",2059,-0.056,-0.121,0.009,0.094,".","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Income tax increase","vote_PLC_bin",2059,0.018,-0.041,0.078,0.55,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","age18_34_bin",2059,-0.071,-0.133,-0.008,0.027,"*","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","age55plus_bin",2059,-0.05,-0.109,0.01,0.1,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","alberta_bin",2059,0.023,-0.038,0.085,0.456,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","children_bin",2059,-0.019,-0.068,0.03,0.445,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","employ_fulltime_bin",2059,0.022,-0.029,0.073,0.407,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","ideo_define_QC_first_bin",2059,0.022,-0.068,0.113,0.629,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","ideo_right_num",2059,-0.138,-0.251,-0.024,0.018,"*","Negative","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","ideo_vote_fed_left",2059,0.021,-0.094,0.136,0.724,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","ideo_vote_prov_left",2059,0.034,-0.033,0.101,0.314,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","incomeHigh_bin",2059,-0.051,-0.11,0.008,0.09,".","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","quebec_bin",2059,0.025,-0.045,0.096,0.483,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","region_eastcoast_bin",2059,0.011,-0.05,0.072,0.732,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","ses_male_bin",2059,-0.031,-0.076,0.014,0.175,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","trust_inst_fed_bin",2059,0.027,-0.031,0.085,0.363,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","trust_inst_prov_bin",2059,0.022,-0.036,0.08,0.452,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","univ_educ_bin",2059,0.003,-0.042,0.048,0.902,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","vote_PCC_bin",2059,-0.035,-0.1,0.03,0.289,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_pref_lpm","Wealth tax","vote_PLC_bin",2059,0.008,-0.053,0.069,0.789,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","age18_34_bin",2032,-0.026,-0.066,0.015,0.216,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","age55plus_bin",2032,0.007,-0.034,0.048,0.745,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","alberta_bin",2032,0.023,-0.019,0.065,0.278,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","children_bin",2032,-0.005,-0.038,0.027,0.744,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","employ_fulltime_bin",2032,-0.023,-0.058,0.012,0.196,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","ideo_define_QC_first_bin",2032,-0.069,-0.124,-0.014,0.014,"*","Negative","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","ideo_right_num",2032,0.251,0.178,0.324,0,"***","Positive","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","ideo_vote_fed_left",2032,-0.073,-0.14,-0.005,0.035,"*","Negative","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","ideo_vote_prov_left",2032,-0.073,-0.111,-0.034,0,"***","Negative","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","incomeHigh_bin",2032,0.097,0.053,0.142,0,"***","Positive","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","quebec_bin",2032,0.028,-0.021,0.077,0.262,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","region_eastcoast_bin",2032,0.024,-0.017,0.064,0.247,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","ses_male_bin",2032,0.011,-0.018,0.04,0.454,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","trust_inst_fed_bin",2032,-0.091,-0.125,-0.058,0,"***","Negative","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","trust_inst_prov_bin",2032,-0.001,-0.041,0.039,0.979,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","univ_educ_bin",2032,0.02,-0.011,0.05,0.202,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","vote_PCC_bin",2032,0.053,0.003,0.102,0.037,"*","Positive","tax","Raise revenue, tax preferences"
"tax_intense_lpm","No increase, even if fewer services","vote_PLC_bin",2032,-0.006,-0.038,0.025,0.687,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","age18_34_bin",2031,-0.001,-0.013,0.011,0.9,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","age55plus_bin",2031,0.002,-0.007,0.011,0.671,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","alberta_bin",2031,-0.006,-0.021,0.009,0.439,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","children_bin",2031,-0.007,-0.015,0.002,0.143,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","employ_fulltime_bin",2031,-0.007,-0.017,0.003,0.17,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","ideo_define_QC_first_bin",2031,0.017,-0.006,0.039,0.147,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","ideo_right_num",2031,-0.002,-0.022,0.019,0.879,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","ideo_vote_fed_left",2031,-0.023,-0.049,0.004,0.1,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","ideo_vote_prov_left",2031,-0.004,-0.017,0.01,0.59,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","incomeHigh_bin",2031,0.028,0.007,0.049,0.008,"**","Positive","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","quebec_bin",2031,-0.017,-0.03,-0.003,0.017,"*","Negative","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","region_eastcoast_bin",2031,-0.005,-0.019,0.009,0.487,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","ses_male_bin",2031,0.012,0.002,0.022,0.018,"*","Positive","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","trust_inst_fed_bin",2031,0.004,-0.01,0.018,0.542,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","trust_inst_prov_bin",2031,-0.008,-0.022,0.006,0.264,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","univ_educ_bin",2031,0.008,-0.003,0.018,0.144,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","vote_PCC_bin",2031,-0.013,-0.03,0.005,0.156,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Sales tax increase","vote_PLC_bin",2031,-0.008,-0.019,0.004,0.185,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Income tax increase","age18_34_bin",2032,0.006,-0.035,0.048,0.761,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Income tax increase","age55plus_bin",2032,0.002,-0.038,0.043,0.908,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Income tax increase","alberta_bin",2032,0.012,-0.03,0.053,0.577,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Income tax increase","children_bin",2032,-0.011,-0.045,0.022,0.503,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Income tax increase","employ_fulltime_bin",2032,-0.021,-0.055,0.013,0.23,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Income tax increase","ideo_define_QC_first_bin",2032,0.009,-0.054,0.072,0.775,"","No clear effect","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Income tax increase","ideo_right_num",2032,-0.112,-0.188,-0.036,0.004,"**","Negative","tax","Raise revenue, tax preferences"
"tax_intense_lpm","Income tax increase","ideo_vote_fed_left",2032,0.131,0.049,0.213,0.002,"**","Positive","tax","Raise revenue, tax preferences"
