"question","dv","term","n","estimate","conf.low","conf.high","p.value","sig","direction","model"
"uc_bin_lpm","Childcare: broad beneficiaries (first choice)","ideo_vote_prov_left",2059,-0.043,-0.109,0.023,0.199,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: broad beneficiaries (first choice)","incomeHigh_bin",2059,0.061,0.005,0.117,0.033,"*","Positive","LPM"
"uc_bin_lpm","Childcare: broad beneficiaries (first choice)","quebec_bin",2059,-0.049,-0.118,0.02,0.167,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: broad beneficiaries (first choice)","region_eastcoast_bin",2059,0.029,-0.029,0.088,0.327,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: broad beneficiaries (first choice)","ses_male_bin",2059,0.003,-0.04,0.047,0.875,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: broad beneficiaries (first choice)","trust_inst_fed_bin",2059,-0.046,-0.103,0.012,0.118,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: broad beneficiaries (first choice)","trust_inst_prov_bin",2059,-0.002,-0.06,0.055,0.933,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: broad beneficiaries (first choice)","univ_educ_bin",2059,0.028,-0.016,0.071,0.209,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: broad beneficiaries (first choice)","vote_PCC_bin",2059,0.044,-0.019,0.106,0.172,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: broad beneficiaries (first choice)","vote_PLC_bin",2059,-0.02,-0.08,0.04,0.508,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","age18_34_bin",2057,0.014,-0.047,0.076,0.651,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","age55plus_bin",2057,0.024,-0.033,0.082,0.407,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","alberta_bin",2057,0,-0.061,0.061,0.999,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","children_bin",2057,0.022,-0.026,0.07,0.366,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","employ_fulltime_bin",2057,-0.051,-0.102,-0.001,0.045,"*","Negative","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","ideo_define_QC_first_bin",2057,0.055,-0.029,0.14,0.198,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","ideo_right_num",2057,-0.081,-0.191,0.03,0.153,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","ideo_vote_fed_left",2057,-0.065,-0.178,0.047,0.253,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","ideo_vote_prov_left",2057,0.019,-0.046,0.084,0.561,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","incomeHigh_bin",2057,-0.078,-0.136,-0.019,0.01,"*","Negative","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","quebec_bin",2057,0.063,-0.005,0.132,0.07,".","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","region_eastcoast_bin",2057,-0.036,-0.097,0.025,0.25,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","ses_male_bin",2057,0.031,-0.013,0.075,0.161,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","trust_inst_fed_bin",2057,0.04,-0.018,0.097,0.175,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","trust_inst_prov_bin",2057,0.007,-0.051,0.065,0.806,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","univ_educ_bin",2057,-0.023,-0.067,0.022,0.314,"","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","vote_PCC_bin",2057,-0.056,-0.12,0.009,0.089,".","No clear effect","LPM"
"uc_bin_lpm","Childcare: narrow beneficiaries (first choice)","vote_PLC_bin",2057,0.017,-0.042,0.077,0.568,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","age18_34_bin",2034,-0.001,-0.041,0.038,0.941,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","age55plus_bin",2034,0.009,-0.028,0.046,0.617,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","alberta_bin",2034,0.032,-0.009,0.073,0.123,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","children_bin",2034,0.003,-0.028,0.034,0.859,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","employ_fulltime_bin",2034,-0.001,-0.035,0.033,0.966,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","ideo_define_QC_first_bin",2034,-0.055,-0.107,-0.004,0.036,"*","Negative","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","ideo_right_num",2034,-0.016,-0.086,0.054,0.653,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","ideo_vote_fed_left",2034,0.027,-0.045,0.1,0.459,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","ideo_vote_prov_left",2034,-0.031,-0.073,0.011,0.151,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","incomeHigh_bin",2034,0.071,0.027,0.116,0.002,"**","Positive","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","quebec_bin",2034,0.017,-0.029,0.063,0.466,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","region_eastcoast_bin",2034,0.021,-0.018,0.06,0.302,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","ses_male_bin",2034,-0.012,-0.04,0.017,0.42,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","trust_inst_fed_bin",2034,-0.038,-0.075,-0.001,0.045,"*","Negative","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","trust_inst_prov_bin",2034,-0.001,-0.039,0.037,0.951,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","univ_educ_bin",2034,0.017,-0.012,0.046,0.25,"","No clear effect","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","vote_PCC_bin",2034,0.049,0.006,0.093,0.026,"*","Positive","LPM"
"uc_intense_lpm","Home care: broad beneficiaries (intense)","vote_PLC_bin",2034,-0.013,-0.051,0.024,0.482,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","age18_34_bin",2034,-0.053,-0.107,0,0.052,".","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","age55plus_bin",2034,0.084,0.029,0.14,0.003,"**","Positive","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","alberta_bin",2034,0.03,-0.027,0.087,0.296,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","children_bin",2034,-0.015,-0.059,0.029,0.516,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","employ_fulltime_bin",2034,-0.02,-0.067,0.026,0.39,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","ideo_define_QC_first_bin",2034,0.054,-0.031,0.139,0.209,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","ideo_right_num",2034,-0.051,-0.157,0.055,0.344,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","ideo_vote_fed_left",2034,0.047,-0.058,0.152,0.382,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","ideo_vote_prov_left",2034,0.042,-0.019,0.103,0.175,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","incomeHigh_bin",2034,-0.003,-0.057,0.051,0.918,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","quebec_bin",2034,0.008,-0.057,0.072,0.819,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","region_eastcoast_bin",2034,0.014,-0.042,0.071,0.616,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","ses_male_bin",2034,0.03,-0.012,0.071,0.167,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","trust_inst_fed_bin",2034,-0.091,-0.144,-0.038,0.001,"**","Negative","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","trust_inst_prov_bin",2034,0.01,-0.044,0.064,0.714,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","univ_educ_bin",2034,-0.021,-0.063,0.021,0.325,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","vote_PCC_bin",2034,0.011,-0.048,0.071,0.715,"","No clear effect","LPM"
"uc_intense_lpm","Home care: narrow beneficiaries (intense)","vote_PLC_bin",2034,-0.005,-0.061,0.051,0.859,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","age18_34_bin",2034,-0.045,-0.089,-0.001,0.045,"*","Negative","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","age55plus_bin",2034,-0.02,-0.064,0.024,0.375,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","alberta_bin",2034,-0.01,-0.055,0.035,0.674,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","children_bin",2034,-0.007,-0.042,0.028,0.697,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","employ_fulltime_bin",2034,0.008,-0.029,0.046,0.663,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","ideo_define_QC_first_bin",2034,-0.034,-0.091,0.023,0.237,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","ideo_right_num",2034,0.038,-0.041,0.118,0.346,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","ideo_vote_fed_left",2034,0.005,-0.071,0.08,0.901,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","ideo_vote_prov_left",2034,-0.034,-0.08,0.013,0.154,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","incomeHigh_bin",2034,0.077,0.03,0.123,0.001,"**","Positive","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","quebec_bin",2034,-0.027,-0.075,0.022,0.281,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","region_eastcoast_bin",2034,0.036,-0.01,0.082,0.127,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","ses_male_bin",2034,-0.024,-0.056,0.008,0.143,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","trust_inst_fed_bin",2034,-0.037,-0.078,0.003,0.072,".","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","trust_inst_prov_bin",2034,-0.02,-0.062,0.023,0.36,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","univ_educ_bin",2034,-0.015,-0.048,0.018,0.37,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","vote_PCC_bin",2034,0.068,0.02,0.117,0.006,"**","Positive","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","vote_PLC_bin",2034,0.003,-0.036,0.042,0.885,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","age18_34_bin",2032,0.001,-0.033,0.035,0.967,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","age55plus_bin",2032,0.044,0.008,0.079,0.015,"*","Positive","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","alberta_bin",2032,0.017,-0.023,0.058,0.403,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","children_bin",2032,0.023,-0.007,0.053,0.136,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","employ_fulltime_bin",2032,-0.016,-0.047,0.015,0.326,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ideo_define_QC_first_bin",2032,0.02,-0.041,0.081,0.514,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ideo_right_num",2032,-0.013,-0.083,0.058,0.727,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ideo_vote_fed_left",2032,0.055,-0.021,0.131,0.159,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ideo_vote_prov_left",2032,-0.007,-0.05,0.037,0.762,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","incomeHigh_bin",2032,-0.014,-0.049,0.021,0.439,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","quebec_bin",2032,0.007,-0.039,0.053,0.762,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","region_eastcoast_bin",2032,-0.039,-0.074,-0.003,0.034,"*","Negative","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ses_male_bin",2032,0.018,-0.01,0.047,0.21,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","trust_inst_fed_bin",2032,-0.023,-0.06,0.014,0.222,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","trust_inst_prov_bin",2032,-0.008,-0.046,0.029,0.663,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","univ_educ_bin",2032,-0.011,-0.04,0.017,0.442,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","vote_PCC_bin",2032,-0.014,-0.055,0.027,0.503,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","vote_PLC_bin",2032,-0.021,-0.061,0.018,0.293,"","No clear effect","LPM"
