"question","dv","term","estimate","conf.low","conf.high","p.value","sig","direction","model"
"intense_lpm","Home care for all seniors (intense)","children_bin",0.005,-0.027,0.037,0.746,"","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","employ_fulltime_bin",-0.004,-0.039,0.031,0.819,"","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","ideo_define_QC_first_bin",-0.066,-0.12,-0.012,0.017,"*","Negative","LPM"
"intense_lpm","Home care for all seniors (intense)","ideo_right_num",-0.018,-0.089,0.054,0.629,"","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","ideo_vote_fed_left",0.033,-0.041,0.106,0.384,"","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","ideo_vote_prov_left",-0.035,-0.077,0.008,0.109,"","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","incomeHigh_bin",0.072,0.027,0.118,0.002,"**","Positive","LPM"
"intense_lpm","Home care for all seniors (intense)","quebec_bin",-0.026,-0.086,0.034,0.401,"","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","region_eastcoast_bin",0.019,-0.021,0.058,0.358,"","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","ses_french_bin",0.057,-0.002,0.115,0.056,".","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","ses_male_bin",-0.009,-0.038,0.019,0.52,"","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","trust_inst_fed_bin",-0.034,-0.071,0.004,0.079,".","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","trust_inst_prov_bin",-0.001,-0.039,0.038,0.974,"","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","univ_educ_bin",0.016,-0.014,0.045,0.289,"","No clear effect","LPM"
"intense_lpm","Home care for all seniors (intense)","vote_PCC_bin",0.05,0.006,0.095,0.026,"*","Positive","LPM"
"intense_lpm","Home care for all seniors (intense)","vote_PLC_bin",-0.013,-0.051,0.025,0.508,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","age18_34_bin",0,-0.04,0.04,0.993,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","age55plus_bin",0.006,-0.032,0.044,0.763,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","alberta_bin",0.032,-0.01,0.073,0.133,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","children_bin",0.005,-0.027,0.037,0.746,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","employ_fulltime_bin",-0.004,-0.039,0.031,0.819,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","ideo_define_QC_first_bin",-0.066,-0.12,-0.012,0.017,"*","Negative","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","ideo_right_num",-0.018,-0.089,0.054,0.629,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","ideo_vote_fed_left",0.033,-0.041,0.106,0.384,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","ideo_vote_prov_left",-0.035,-0.077,0.008,0.109,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","incomeHigh_bin",0.072,0.027,0.118,0.002,"**","Positive","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","quebec_bin",-0.026,-0.086,0.034,0.401,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","region_eastcoast_bin",0.019,-0.021,0.058,0.358,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","ses_french_bin",0.057,-0.002,0.115,0.056,".","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","ses_male_bin",-0.009,-0.038,0.019,0.52,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","trust_inst_fed_bin",-0.034,-0.071,0.004,0.079,".","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","trust_inst_prov_bin",-0.001,-0.039,0.038,0.974,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","univ_educ_bin",0.016,-0.014,0.045,0.289,"","No clear effect","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","vote_PCC_bin",0.05,0.006,0.095,0.026,"*","Positive","LPM"
"intense_lpm","Home care: broad beneficiaries (intense)","vote_PLC_bin",-0.013,-0.051,0.025,0.508,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","age18_34_bin",0.005,-0.037,0.047,0.807,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","age55plus_bin",0.002,-0.04,0.044,0.92,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","alberta_bin",0.016,-0.027,0.058,0.473,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","children_bin",-0.011,-0.045,0.023,0.542,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","employ_fulltime_bin",-0.025,-0.06,0.01,0.157,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","ideo_define_QC_first_bin",0.018,-0.046,0.082,0.583,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","ideo_right_num",-0.111,-0.189,-0.034,0.005,"**","Negative","LPM"
"intense_lpm","Income tax increase (intense)","ideo_vote_fed_left",0.135,0.052,0.218,0.001,"**","Positive","LPM"
"intense_lpm","Income tax increase (intense)","ideo_vote_prov_left",0.044,-0.008,0.095,0.096,".","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","incomeHigh_bin",-0.025,-0.064,0.015,0.221,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","quebec_bin",0.078,0.009,0.147,0.027,"*","Positive","LPM"
"intense_lpm","Income tax increase (intense)","region_eastcoast_bin",0.026,-0.018,0.069,0.245,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","ses_french_bin",-0.057,-0.118,0.004,0.067,".","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","ses_male_bin",0.005,-0.027,0.036,0.765,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","trust_inst_fed_bin",0.033,-0.007,0.074,0.109,"","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","trust_inst_prov_bin",-0.052,-0.089,-0.014,0.007,"**","Negative","LPM"
"intense_lpm","Income tax increase (intense)","univ_educ_bin",-0.028,-0.06,0.004,0.086,".","No clear effect","LPM"
"intense_lpm","Income tax increase (intense)","vote_PCC_bin",0.069,0.029,0.11,0.001,"**","Positive","LPM"
"intense_lpm","Income tax increase (intense)","vote_PLC_bin",0.026,-0.02,0.072,0.274,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","age18_34_bin",-0.03,-0.072,0.011,0.155,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","age55plus_bin",0.003,-0.039,0.045,0.898,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","alberta_bin",0.022,-0.02,0.064,0.31,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","children_bin",-0.006,-0.04,0.027,0.71,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","employ_fulltime_bin",-0.021,-0.057,0.014,0.235,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","ideo_define_QC_first_bin",-0.069,-0.125,-0.012,0.017,"*","Negative","LPM"
"intense_lpm","No tax increase, fewer services (intense)","ideo_right_num",0.256,0.182,0.331,0,"***","Positive","LPM"
"intense_lpm","No tax increase, fewer services (intense)","ideo_vote_fed_left",-0.085,-0.154,-0.017,0.014,"*","Negative","LPM"
"intense_lpm","No tax increase, fewer services (intense)","ideo_vote_prov_left",-0.076,-0.115,-0.037,0,"***","Negative","LPM"
"intense_lpm","No tax increase, fewer services (intense)","incomeHigh_bin",0.101,0.056,0.147,0,"***","Positive","LPM"
"intense_lpm","No tax increase, fewer services (intense)","quebec_bin",0.039,-0.034,0.111,0.294,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","region_eastcoast_bin",0.021,-0.019,0.062,0.304,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","ses_french_bin",-0.014,-0.082,0.053,0.679,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","ses_male_bin",0.015,-0.014,0.045,0.31,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","trust_inst_fed_bin",-0.095,-0.129,-0.061,0,"***","Negative","LPM"
"intense_lpm","No tax increase, fewer services (intense)","trust_inst_prov_bin",0.005,-0.035,0.046,0.792,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","univ_educ_bin",0.023,-0.008,0.053,0.149,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","vote_PCC_bin",0.04,-0.01,0.091,0.12,"","No clear effect","LPM"
"intense_lpm","No tax increase, fewer services (intense)","vote_PLC_bin",-0.003,-0.034,0.029,0.873,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","age18_34_bin",-0.049,-0.094,-0.004,0.033,"*","Negative","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","age55plus_bin",-0.02,-0.065,0.025,0.376,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","alberta_bin",-0.023,-0.069,0.023,0.334,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","children_bin",-0.006,-0.042,0.029,0.718,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","employ_fulltime_bin",0.011,-0.027,0.049,0.579,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","ideo_define_QC_first_bin",-0.035,-0.093,0.023,0.239,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","ideo_right_num",0.043,-0.038,0.124,0.3,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","ideo_vote_fed_left",0.001,-0.075,0.077,0.985,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","ideo_vote_prov_left",-0.038,-0.085,0.009,0.112,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","incomeHigh_bin",0.075,0.027,0.123,0.002,"**","Positive","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","quebec_bin",-0.028,-0.102,0.046,0.456,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","region_eastcoast_bin",0.03,-0.018,0.077,0.222,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","ses_french_bin",-0.004,-0.073,0.065,0.9,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","ses_male_bin",-0.026,-0.059,0.007,0.122,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","trust_inst_fed_bin",-0.034,-0.076,0.007,0.103,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","trust_inst_prov_bin",-0.019,-0.062,0.024,0.395,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","univ_educ_bin",-0.014,-0.048,0.019,0.406,"","No clear effect","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","vote_PCC_bin",0.068,0.018,0.118,0.007,"**","Positive","LPM"
"intense_lpm","Childcare: broad beneficiaries (intense)","vote_PLC_bin",0.005,-0.034,0.045,0.794,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","age18_34_bin",-0.036,-0.081,0.009,0.12,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","age55plus_bin",0.068,0.02,0.117,0.006,"**","Positive","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","alberta_bin",-0.01,-0.061,0.041,0.704,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","children_bin",-0.018,-0.055,0.02,0.355,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","employ_fulltime_bin",-0.046,-0.086,-0.005,0.027,"*","Negative","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","ideo_define_QC_first_bin",0.045,-0.033,0.123,0.261,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","ideo_right_num",-0.099,-0.19,-0.009,0.031,"*","Negative","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","ideo_vote_fed_left",0.089,-0.006,0.183,0.065,".","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","ideo_vote_prov_left",0.054,-0.001,0.109,0.055,".","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","incomeHigh_bin",-0.004,-0.051,0.044,0.877,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","quebec_bin",-0.066,-0.156,0.023,0.147,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","region_eastcoast_bin",-0.033,-0.084,0.017,0.197,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","ses_french_bin",0.059,-0.025,0.144,0.168,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","ses_male_bin",-0.004,-0.042,0.033,0.818,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","trust_inst_fed_bin",-0.032,-0.081,0.016,0.193,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","trust_inst_prov_bin",0.006,-0.042,0.055,0.796,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","univ_educ_bin",0.005,-0.032,0.042,0.795,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","vote_PCC_bin",0.023,-0.028,0.073,0.379,"","No clear effect","LPM"
"intense_lpm","Target low-income seniors, home care (intense)","vote_PLC_bin",-0.018,-0.07,0.034,0.503,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","age18_34_bin",-0.142,-0.192,-0.092,0,"***","Negative","LPM"
"intense_lpm","Don't spend more on childcare (intense)","age55plus_bin",0.048,-0.005,0.102,0.077,".","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","alberta_bin",0.033,-0.021,0.088,0.234,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","children_bin",-0.062,-0.104,-0.021,0.003,"**","Negative","LPM"
"intense_lpm","Don't spend more on childcare (intense)","employ_fulltime_bin",-0.021,-0.065,0.023,0.344,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","ideo_define_QC_first_bin",-0.07,-0.149,0.009,0.082,".","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","ideo_right_num",0.277,0.18,0.374,0,"***","Positive","LPM"
"intense_lpm","Don't spend more on childcare (intense)","ideo_vote_fed_left",-0.027,-0.12,0.066,0.565,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","ideo_vote_prov_left",-0.041,-0.097,0.016,0.161,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","incomeHigh_bin",0.087,0.034,0.139,0.001,"**","Positive","LPM"
"intense_lpm","Don't spend more on childcare (intense)","quebec_bin",0.023,-0.067,0.114,0.616,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","region_eastcoast_bin",0.018,-0.036,0.073,0.508,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","ses_french_bin",0.036,-0.05,0.122,0.412,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","ses_male_bin",0.019,-0.02,0.059,0.333,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","trust_inst_fed_bin",-0.082,-0.131,-0.034,0.001,"**","Negative","LPM"
"intense_lpm","Don't spend more on childcare (intense)","trust_inst_prov_bin",-0.02,-0.071,0.03,0.428,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","univ_educ_bin",0.008,-0.033,0.048,0.713,"","No clear effect","LPM"
"intense_lpm","Don't spend more on childcare (intense)","vote_PCC_bin",0.124,0.064,0.184,0,"***","Positive","LPM"
"intense_lpm","Don't spend more on childcare (intense)","vote_PLC_bin",-0.009,-0.058,0.04,0.722,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","age18_34_bin",-0.052,-0.106,0.003,0.066,".","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","age55plus_bin",0.087,0.029,0.144,0.003,"**","Positive","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","alberta_bin",0.016,-0.042,0.075,0.587,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","children_bin",-0.013,-0.058,0.032,0.566,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","employ_fulltime_bin",-0.019,-0.066,0.029,0.437,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","ideo_define_QC_first_bin",0.053,-0.033,0.14,0.225,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","ideo_right_num",-0.043,-0.152,0.065,0.432,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","ideo_vote_fed_left",0.04,-0.068,0.148,0.466,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","ideo_vote_prov_left",0.039,-0.023,0.101,0.215,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","incomeHigh_bin",-0.002,-0.058,0.053,0.939,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","quebec_bin",-0.046,-0.147,0.055,0.371,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","region_eastcoast_bin",-0.002,-0.06,0.056,0.951,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","ses_french_bin",0.043,-0.052,0.139,0.374,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","ses_male_bin",0.031,-0.012,0.073,0.159,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","trust_inst_fed_bin",-0.092,-0.146,-0.038,0.001,"**","Negative","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","trust_inst_prov_bin",0.007,-0.048,0.061,0.814,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","univ_educ_bin",-0.014,-0.057,0.029,0.512,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","vote_PCC_bin",0.007,-0.054,0.068,0.819,"","No clear effect","LPM"
"intense_lpm","Home care: narrow beneficiaries (intense)","vote_PLC_bin",-0.004,-0.061,0.053,0.885,"","No clear effect","LPM"
"intense_lpm","Don't spend more on green economy (intense)","age18_34_bin",-0.111,-0.164,-0.058,0,"***","Negative","LPM"
"intense_lpm","Don't spend more on green economy (intense)","age55plus_bin",0.065,0.012,0.118,0.017,"*","Positive","LPM"
"intense_lpm","Don't spend more on green economy (intense)","alberta_bin",0.079,0.024,0.134,0.005,"**","Positive","LPM"
"intense_lpm","Don't spend more on green economy (intense)","children_bin",0.013,-0.029,0.055,0.54,"","No clear effect","LPM"
"intense_lpm","Don't spend more on green economy (intense)","employ_fulltime_bin",-0.03,-0.074,0.015,0.196,"","No clear effect","LPM"
"intense_lpm","Don't spend more on green economy (intense)","ideo_define_QC_first_bin",-0.079,-0.154,-0.004,0.04,"*","Negative","LPM"
"intense_lpm","Don't spend more on green economy (intense)","ideo_right_num",0.299,0.202,0.396,0,"***","Positive","LPM"
"intense_lpm","Don't spend more on green economy (intense)","ideo_vote_fed_left",0.013,-0.086,0.112,0.799,"","No clear effect","LPM"
"intense_lpm","Don't spend more on green economy (intense)","ideo_vote_prov_left",-0.149,-0.208,-0.089,0,"***","Negative","LPM"
"intense_lpm","Don't spend more on green economy (intense)","incomeHigh_bin",0.074,0.023,0.125,0.004,"**","Positive","LPM"
"intense_lpm","Don't spend more on green economy (intense)","quebec_bin",0.048,-0.04,0.136,0.287,"","No clear effect","LPM"
"intense_lpm","Don't spend more on green economy (intense)","region_eastcoast_bin",0.039,-0.015,0.093,0.159,"","No clear effect","LPM"
"intense_lpm","Don't spend more on green economy (intense)","ses_french_bin",-0.048,-0.13,0.034,0.25,"","No clear effect","LPM"
"intense_lpm","Don't spend more on green economy (intense)","ses_male_bin",0.052,0.012,0.091,0.01,"*","Positive","LPM"
"intense_lpm","Don't spend more on green economy (intense)","trust_inst_fed_bin",-0.085,-0.135,-0.036,0.001,"**","Negative","LPM"
"intense_lpm","Don't spend more on green economy (intense)","trust_inst_prov_bin",-0.08,-0.128,-0.031,0.001,"**","Negative","LPM"
"intense_lpm","Don't spend more on green economy (intense)","univ_educ_bin",-0.019,-0.058,0.021,0.358,"","No clear effect","LPM"
"intense_lpm","Don't spend more on green economy (intense)","vote_PCC_bin",0.197,0.134,0.26,0,"***","Positive","LPM"
"intense_lpm","Don't spend more on green economy (intense)","vote_PLC_bin",-0.015,-0.065,0.035,0.558,"","No clear effect","LPM"
