"question","dv","term","estimate","conf.low","conf.high","p.value","sig","direction","model"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","ses_male_bin",-0.026,-0.059,0.007,0.122,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","trust_inst_fed_bin",-0.034,-0.076,0.007,0.103,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","trust_inst_prov_bin",-0.019,-0.062,0.024,0.395,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","univ_educ_bin",-0.014,-0.048,0.019,0.406,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","vote_PCC_bin",0.068,0.018,0.118,0.007,"**","Positive","LPM"
"uc_intense_lpm","Childcare: broad beneficiaries (intense)","vote_PLC_bin",0.005,-0.034,0.045,0.794,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","age18_34_bin",0,-0.034,0.034,0.991,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","age55plus_bin",0.048,0.012,0.084,0.009,"**","Positive","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","alberta_bin",0.012,-0.029,0.054,0.566,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","children_bin",0.024,-0.007,0.054,0.124,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","employ_fulltime_bin",-0.014,-0.046,0.017,0.381,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ideo_define_QC_first_bin",0.024,-0.038,0.086,0.449,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ideo_right_num",-0.008,-0.081,0.064,0.82,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ideo_vote_fed_left",0.063,-0.014,0.14,0.107,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ideo_vote_prov_left",-0.007,-0.051,0.037,0.761,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","incomeHigh_bin",-0.013,-0.049,0.022,0.459,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","quebec_bin",-0.011,-0.074,0.052,0.74,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","region_eastcoast_bin",-0.043,-0.08,-0.005,0.025,"*","Negative","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ses_french_bin",0.012,-0.043,0.066,0.68,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","ses_male_bin",0.018,-0.011,0.046,0.232,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","trust_inst_fed_bin",-0.023,-0.06,0.014,0.225,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","trust_inst_prov_bin",-0.008,-0.046,0.03,0.668,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","univ_educ_bin",-0.011,-0.04,0.018,0.468,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","vote_PCC_bin",-0.011,-0.053,0.031,0.616,"","No clear effect","LPM"
"uc_intense_lpm","Childcare: narrow beneficiaries (intense)","vote_PLC_bin",-0.021,-0.061,0.019,0.306,"","No clear effect","LPM"
